bundle,prefix,animation,sprite,palette,palette_status,sprite_width,sprite_height,trim_width,trim_height,bbox_left,bbox_top,bbox_right,bbox_bottom,path
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_4,banditGuardianM_palette,applied,29,41,27,39,1,1,28,40,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_4.png
battle_unit1,banditGuardianM,wait,banditGuardianM_wait_4,banditGuardianM_palette,applied,21,49,19,47,1,1,20,48,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_wait_4.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_11,banditGuardianM_palette,applied,42,33,40,31,1,1,41,32,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_11.png
battle_unit1,blackcat,wait3,blackcat_wait3_6,blackcat_palette,applied,20,18,18,16,1,1,19,17,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait3_6.png
battle_unit1,banditCrossbowM2,pull,banditCrossbowM2_pull_2,banditCrossbowM2_palette,applied,32,48,30,46,1,1,31,47,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_pull_2.png
battle_unit1,banditCrossbowM2,throw,banditCrossbowM2_throw_0,banditCrossbowM2_palette,applied,23,48,21,46,1,1,22,47,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_throw_0.png
battle_unit1,blackcat,wait5,blackcat_wait5_2,blackcat_palette,applied,22,25,20,23,1,1,21,24,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait5_2.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_15,banditCrossbowM2_palette,applied,44,28,42,26,1,1,43,27,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_15.png
battle_unit1,banditGuardianM,block,banditGuardianM_block_0,banditGuardianM_palette,applied,32,45,30,43,1,1,31,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_block_0.png
battle_unit1,banditCrossbowM2,reload,banditCrossbowM2_reload_5,banditCrossbowM2_palette,applied,27,45,25,43,1,1,26,44,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_reload_5.png
battle_unit1,banditCrossbowM2,walk,banditCrossbowM2_walk_1,banditCrossbowM2_palette,applied,22,42,20,40,1,1,21,41,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_walk_1.png
battle_unit1,blackcat,move,blackcat_move_3,blackcat_palette,applied,27,23,25,21,1,1,26,22,Sprites/Pixel/battle_unit1/blackcat/blackcat_move_3.png
battle_unit1,banditGuardianM,charge,banditGuardianM_charge_3,banditGuardianM_palette,applied,33,47,31,45,1,1,32,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_charge_3.png
battle_unit1,banditGuardianM,throw01,banditGuardianM_throw01_0,banditGuardianM_palette,applied,23,46,21,44,1,1,22,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_throw01_0.png
battle_unit1,banditCrossbowM2,attack,banditCrossbowM2_attack_9,banditCrossbowM2_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_attack_9.png
battle_unit1,blackcat,wait,blackcat_wait_2,blackcat_palette,applied,19,19,17,17,1,1,18,18,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait_2.png
battle_unit1,banditGuardianM,attack,banditGuardianM_attack_9,banditGuardianM_palette,applied,31,47,29,45,1,1,30,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack_9.png
battle_unit1,banditCrossbowM2,walk,banditCrossbowM2_walk_0,banditCrossbowM2_palette,applied,26,42,24,40,1,1,25,41,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_walk_0.png
battle_unit1,banditCrossbowM2,move,banditCrossbowM2_move_0,banditCrossbowM2_palette,applied,20,45,18,43,1,1,19,44,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_move_0.png
battle_unit1,banditGuardianM,wait,banditGuardianM_wait_1,banditGuardianM_palette,applied,21,49,19,47,1,1,20,48,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_wait_1.png
battle_unit1,banditGuardianM,sprint,banditGuardianM_sprint_3,banditGuardianM_palette,applied,26,44,24,42,1,1,25,43,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_sprint_3.png
battle_unit1,banditCrossbowM2,cheer01,banditCrossbowM2_cheer01_0,banditCrossbowM2_palette,applied,22,50,20,48,1,1,21,49,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_cheer01_0.png
battle_unit1,banditCrossbowM2,cheer,banditCrossbowM2_cheer_0,banditCrossbowM2_palette,applied,24,50,22,48,1,1,23,49,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_cheer_0.png
battle_unit1,banditGuardianM,idle,banditGuardianM_idle_2,banditGuardianM_palette,applied,25,46,23,44,1,1,24,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_idle_2.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_1,banditGuardianM_palette,applied,43,37,41,35,1,1,42,36,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_1.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_3,banditGuardianM_palette,applied,43,37,41,35,1,1,42,36,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_3.png
battle_unit1,banditCrossbowM2,throw,banditCrossbowM2_throw_1,banditCrossbowM2_palette,applied,33,40,31,38,1,1,32,39,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_throw_1.png
battle_unit1,blackcat,wait3,blackcat_wait3_5,blackcat_palette,applied,18,23,16,21,1,1,17,22,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait3_5.png
battle_unit1,blackcat,wait,blackcat_wait_6,blackcat_palette,applied,21,20,19,18,1,1,20,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait_6.png
battle_unit1,banditGuardianM,cast,banditGuardianM_cast_5,banditGuardianM_palette,applied,24,42,22,40,1,1,23,41,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_cast_5.png
battle_unit1,banditGuardianM,throw,banditGuardianM_throw_0,banditGuardianM_palette,applied,23,46,21,44,1,1,22,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_throw_0.png
battle_unit1,blackcat,wait2,blackcat_wait2_2,blackcat_palette,applied,19,20,17,18,1,1,18,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait2_2.png
battle_unit1,animalsWolfset01,walk,animalsWolfset01_walk_4,animalsWolfset01_palette,applied,50,43,48,41,1,1,49,42,Sprites/Pixel/battle_unit1/animalsWolfset01/animalsWolfset01_walk_4.png
battle_unit1,banditCrossbowM2,charge,banditCrossbowM2_charge_4,banditCrossbowM2_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_charge_4.png
battle_unit1,banditGuardianM,cheer,banditGuardianM_cheer_0,banditGuardianM_palette,applied,27,46,25,44,1,1,26,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_cheer_0.png
battle_unit1,banditGuardianM,attack,banditGuardianM_attack_6,banditGuardianM_palette,applied,33,50,31,48,1,1,32,49,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack_6.png
battle_unit1,banditCrossbowM2,wait,banditCrossbowM2_wait_3,banditCrossbowM2_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_wait_3.png
battle_unit1,animalsWolfset01,idle,animalsWolfset01_idle_0,animalsWolfset01_palette,applied,49,41,47,39,1,1,48,40,Sprites/Pixel/battle_unit1/animalsWolfset01/animalsWolfset01_idle_0.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_10,banditCrossbowM2_palette,applied,27,43,25,41,1,1,26,42,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_10.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_5,banditCrossbowM2_palette,applied,45,30,43,28,1,1,44,29,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_5.png
battle_unit1,blackcat,wait3,blackcat_wait3_3,blackcat_palette,applied,18,26,16,24,1,1,17,25,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait3_3.png
battle_unit1,banditGuardianM,idle,banditGuardianM_idle_4,banditGuardianM_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_idle_4.png
battle_unit1,blackcat,wait4,blackcat_wait4_4,blackcat_palette,applied,18,13,16,11,1,1,17,12,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait4_4.png
battle_unit1,blackcat,wait4,blackcat_wait4_0,blackcat_palette,applied,21,15,19,13,1,1,20,14,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait4_0.png
battle_unit1,animalsWolfset01,walk,animalsWolfset01_walk_6,animalsWolfset01_palette,applied,57,38,55,36,1,1,56,37,Sprites/Pixel/battle_unit1/animalsWolfset01/animalsWolfset01_walk_6.png
battle_unit1,banditCrossbowM2,reload,banditCrossbowM2_reload_3,banditCrossbowM2_palette,applied,25,44,23,42,1,1,24,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_reload_3.png
battle_unit1,banditCrossbowM2,attack,banditCrossbowM2_attack_7,banditCrossbowM2_palette,applied,28,43,26,41,1,1,27,42,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_attack_7.png
battle_unit1,banditGuardianM,wait,banditGuardianM_wait_3,banditGuardianM_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_wait_3.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_8,banditGuardianM_palette,applied,33,42,31,40,1,1,32,41,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_8.png
battle_unit1,banditGuardianM,injured2,banditGuardianM_injured2_0,banditGuardianM_palette,applied,29,41,27,39,1,1,28,40,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injured2_0.png
battle_unit1,banditGuardianM,attack2,banditGuardianM_attack2_7,banditGuardianM_palette,applied,27,43,25,41,1,1,26,42,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack2_7.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_14,banditCrossbowM2_palette,applied,28,44,26,42,1,1,27,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_14.png
battle_unit1,banditCrossbowM2,reload,banditCrossbowM2_reload_4,banditCrossbowM2_palette,applied,25,44,23,42,1,1,24,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_reload_4.png
battle_unit1,banditCrossbowM2,idle,banditCrossbowM2_idle_2,banditCrossbowM2_palette,applied,28,46,26,44,1,1,27,45,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_idle_2.png
battle_unit1,banditGuardianM,move,banditGuardianM_move_1,banditGuardianM_palette,applied,23,46,21,44,1,1,22,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_move_1.png
battle_unit1,banditGuardianM,idle,banditGuardianM_idle_5,banditGuardianM_palette,applied,31,45,29,43,1,1,30,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_idle_5.png
battle_unit1,banditGuardianM,walk,banditGuardianM_walk_3,banditGuardianM_palette,applied,25,48,23,46,1,1,24,47,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_walk_3.png
battle_unit1,blackcat,turn,blackcat_turn_4,blackcat_palette,applied,19,21,17,19,1,1,18,20,Sprites/Pixel/battle_unit1/blackcat/blackcat_turn_4.png
battle_unit1,banditCrossbowM2,charge,banditCrossbowM2_charge_1,banditCrossbowM2_palette,applied,27,44,25,42,1,1,26,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_charge_1.png
battle_unit1,banditGuardianM,attack2,banditGuardianM_attack2_5,banditGuardianM_palette,applied,27,44,25,42,1,1,26,43,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack2_5.png
battle_unit1,blackcat,wait4,blackcat_wait4_1,blackcat_palette,applied,23,13,21,11,1,1,22,12,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait4_1.png
battle_unit1,banditCrossbowM2,injured,banditCrossbowM2_injured_1,banditCrossbowM2_palette,applied,27,43,25,41,1,1,26,42,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injured_1.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_6,banditCrossbowM2_palette,applied,30,45,28,43,1,1,29,44,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_6.png
battle_unit1,banditGuardianM,attack,banditGuardianM_attack_8,banditGuardianM_palette,applied,31,47,29,45,1,1,30,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack_8.png
battle_unit1,banditCrossbowM2,attack,banditCrossbowM2_attack_8,banditCrossbowM2_palette,applied,28,44,26,42,1,1,27,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_attack_8.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_11,banditCrossbowM2_palette,applied,43,27,41,25,1,1,42,26,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_11.png
battle_unit1,banditCrossbowM2,injuredall,banditCrossbowM2_injuredall_8,banditCrossbowM2_palette,applied,27,43,25,41,1,1,26,42,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_injuredall_8.png
battle_unit1,blackcat,move,blackcat_move_5,blackcat_palette,applied,22,19,20,17,1,1,21,18,Sprites/Pixel/battle_unit1/blackcat/blackcat_move_5.png
battle_unit1,blackcat,move,blackcat_move_1,blackcat_palette,applied,24,20,22,18,1,1,23,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_move_1.png
battle_unit1,banditGuardianM,move,banditGuardianM_move_4,banditGuardianM_palette,applied,24,48,22,46,1,1,23,47,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_move_4.png
battle_unit1,banditGuardianM,charge,banditGuardianM_charge_7,banditGuardianM_palette,applied,28,47,26,45,1,1,27,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_charge_7.png
battle_unit1,animalsWolfset01,attack,animalsWolfset01_attack_10,animalsWolfset01_palette,applied,57,38,55,36,1,1,56,37,Sprites/Pixel/battle_unit1/animalsWolfset01/animalsWolfset01_attack_10.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_14,banditGuardianM_palette,applied,28,43,26,41,1,1,27,42,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_14.png
battle_unit1,banditGuardianM,throw01,banditGuardianM_throw01_2,banditGuardianM_palette,applied,29,46,27,44,1,1,28,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_throw01_2.png
battle_unit1,banditGuardianM,walk,banditGuardianM_walk_4,banditGuardianM_palette,applied,30,48,28,46,1,1,29,47,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_walk_4.png
battle_unit1,banditGuardianM,move,banditGuardianM_move_0,banditGuardianM_palette,applied,23,45,21,43,1,1,22,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_move_0.png
battle_unit1,blackcat,wait2,blackcat_wait2_1,blackcat_palette,applied,20,20,18,18,1,1,19,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait2_1.png
battle_unit1,banditGuardianM,crouch,banditGuardianM_crouch_0,banditGuardianM_palette,applied,28,41,26,39,1,1,27,40,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_crouch_0.png
battle_unit1,blackcat,wait,blackcat_wait_5,blackcat_palette,applied,21,20,19,18,1,1,20,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait_5.png
battle_unit1,blackcat,wait4,blackcat_wait4_2,blackcat_palette,applied,18,13,16,11,1,1,17,12,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait4_2.png
battle_unit1,banditGuardianM,charge,banditGuardianM_charge_4,banditGuardianM_palette,applied,29,47,27,45,1,1,28,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_charge_4.png
battle_unit1,banditGuardianM,walk,banditGuardianM_walk_2,banditGuardianM_palette,applied,27,47,25,45,1,1,26,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_walk_2.png
battle_unit1,banditGuardianM,injured,banditGuardianM_injured_1,banditGuardianM_palette,applied,33,42,31,40,1,1,32,41,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injured_1.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_0,banditGuardianM_palette,applied,37,43,35,41,1,1,36,42,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_0.png
battle_unit1,banditCrossbowM2,charge,banditCrossbowM2_charge_6,banditCrossbowM2_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_charge_6.png
battle_unit1,banditGuardianM,throw01,banditGuardianM_throw01_3,banditGuardianM_palette,applied,29,41,27,39,1,1,28,40,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_throw01_3.png
battle_unit1,banditGuardianM,throw01,banditGuardianM_throw01_1,banditGuardianM_palette,applied,32,39,30,37,1,1,31,38,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_throw01_1.png
battle_unit1,banditGuardianM,idle,banditGuardianM_idle_1,banditGuardianM_palette,applied,25,45,23,43,1,1,24,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_idle_1.png
battle_unit1,banditGuardianM,sprint,banditGuardianM_sprint_2,banditGuardianM_palette,applied,29,46,27,44,1,1,28,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_sprint_2.png
battle_unit1,banditGuardianM,walk,banditGuardianM_walk_1,banditGuardianM_palette,applied,25,48,23,46,1,1,24,47,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_walk_1.png
battle_unit1,banditGuardianM,attack2,banditGuardianM_attack2_4,banditGuardianM_palette,applied,29,45,27,43,1,1,28,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_attack2_4.png
battle_unit1,banditCrossbowM2,idle,banditCrossbowM2_idle_1,banditCrossbowM2_palette,applied,28,45,26,43,1,1,27,44,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_idle_1.png
battle_unit1,banditCrossbowM2,charge,banditCrossbowM2_charge_0,banditCrossbowM2_palette,applied,28,44,26,42,1,1,27,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_charge_0.png
battle_unit1,blackcat,wait3,blackcat_wait3_0,blackcat_palette,applied,20,17,18,15,1,1,19,16,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait3_0.png
battle_unit1,banditCrossbowM2,attack,banditCrossbowM2_attack_6,banditCrossbowM2_palette,applied,29,44,27,42,1,1,28,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_attack_6.png
battle_unit1,banditCrossbowM2,jumpUp,banditCrossbowM2_jumpUp_0,banditCrossbowM2_palette,applied,23,50,21,48,1,1,22,49,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_jumpUp_0.png
battle_unit1,banditGuardianM,charge,banditGuardianM_charge_0,banditGuardianM_palette,applied,33,47,31,45,1,1,32,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_charge_0.png
battle_unit1,banditCrossbowM2,wait,banditCrossbowM2_wait_2,banditCrossbowM2_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_wait_2.png
battle_unit1,banditGuardianM,jumpUp,banditGuardianM_jumpUp_0,banditGuardianM_palette,applied,27,48,25,46,1,1,26,47,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_jumpUp_0.png
battle_unit1,banditGuardianM,injuredall,banditGuardianM_injuredall_7,banditGuardianM_palette,applied,41,29,39,27,1,1,40,28,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injuredall_7.png
battle_unit1,banditGuardianM,walk,banditGuardianM_walk_0,banditGuardianM_palette,applied,26,46,24,44,1,1,25,45,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_walk_0.png
battle_unit1,blackcat,turn,blackcat_turn_3,blackcat_palette,applied,21,18,19,16,1,1,20,17,Sprites/Pixel/battle_unit1/blackcat/blackcat_turn_3.png
battle_unit1,banditGuardianM,move,banditGuardianM_move_3,banditGuardianM_palette,applied,23,47,21,45,1,1,22,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_move_3.png
battle_unit1,banditGuardianM,idle,banditGuardianM_idle_3,banditGuardianM_palette,applied,25,47,23,45,1,1,24,46,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_idle_3.png
battle_unit1,animalsWolfset01,idle,animalsWolfset01_idle_2,animalsWolfset01_palette,applied,55,33,53,31,1,1,54,32,Sprites/Pixel/battle_unit1/animalsWolfset01/animalsWolfset01_idle_2.png
battle_unit1,blackcat,wait3,blackcat_wait3_2,blackcat_palette,applied,21,23,19,21,1,1,20,22,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait3_2.png
battle_unit1,banditGuardianM,injured,banditGuardianM_injured_0,banditGuardianM_palette,applied,37,43,35,41,1,1,36,42,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_injured_0.png
battle_unit1,banditCrossbowM2,walk,banditCrossbowM2_walk_2,banditCrossbowM2_palette,applied,22,44,20,42,1,1,21,43,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_walk_2.png
battle_unit1,blackcat,wait,blackcat_wait_4,blackcat_palette,applied,20,20,18,18,1,1,19,19,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait_4.png
battle_unit1,blackcat,wait2,blackcat_wait2_0,blackcat_palette,applied,20,19,18,17,1,1,19,18,Sprites/Pixel/battle_unit1/blackcat/blackcat_wait2_0.png
battle_unit1,banditCrossbowM2,wait,banditCrossbowM2_wait_0,banditCrossbowM2_palette,applied,22,49,20,47,1,1,21,48,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_wait_0.png
battle_unit1,blackcat,scare,blackcat_scare_0,blackcat_palette,applied,20,21,18,19,1,1,19,20,Sprites/Pixel/battle_unit1/blackcat/blackcat_scare_0.png
battle_unit1,banditCrossbowM2,reload,banditCrossbowM2_reload_7,banditCrossbowM2_palette,applied,27,43,25,41,1,1,26,42,Sprites/Pixel/battle_unit1/banditCrossbowM2/banditCrossbowM2_reload_7.png
battle_unit1,banditGuardianM,sprint,banditGuardianM_sprint_6,banditGuardianM_palette,applied,30,45,28,43,1,1,29,44,Sprites/Pixel/battle_unit1/banditGuardianM/banditGuardianM_sprint_6.png
